time, act_r, act_thr, th_mo, th_bi
0.4311,0.28826,1.57197,0.615642,2.52831
0.4312,0.288238,1.57196,0.615576,2.52835
0.4313,0.288217,1.57195,0.61551,2.52839
0.4314,0.288195,1.57194,0.615444,2.52843
0.4315,0.288173,1.57192,0.615379,2.52847
0.4316,0.288152,1.57191,0.615314,2.52851
0.4317,0.288131,1.5719,0.615249,2.52855
0.4318,0.288109,1.57189,0.615184,2.52859
0.4319,0.288088,1.57187,0.61512,2.52863
0.432,0.288067,1.57186,0.615056,2.52867
0.4321,0.288046,1.57185,0.614992,2.5287
0.4322,0.288026,1.57184,0.614929,2.52874
0.4323,0.288005,1.57182,0.614866,2.52878
0.4324,0.287985,1.57181,0.614803,2.52882
0.4325,0.287964,1.5718,0.614741,2.52886
0.4326,0.287944,1.57179,0.614679,2.52889
0.4327,0.287924,1.57177,0.614617,2.52893
0.4328,0.287904,1.57176,0.614555,2.52897
0.4329,0.287884,1.57175,0.614494,2.529
0.433,0.287864,1.57174,0.614433,2.52904
0.4331,0.287844,1.57172,0.614372,2.52907
0.4332,0.287824,1.57171,0.614312,2.52911
0.4333,0.287805,1.5717,0.614251,2.52914
0.4334,0.287786,1.57169,0.614192,2.52918
0.4335,0.287766,1.57167,0.614132,2.52921
0.4336,0.287747,1.57166,0.614073,2.52925
0.4337,0.287728,1.57165,0.614014,2.52928
0.4338,0.287709,1.57164,0.613955,2.52932
0.4339,0.28769,1.57162,0.613897,2.52935
0.434,0.287672,1.57161,0.613838,2.52938
0.4341,0.287653,1.5716,0.613781,2.52942
0.4342,0.287635,1.57159,0.613723,2.52945
0.4343,0.287616,1.57157,0.613666,2.52948
0.4344,0.287598,1.57156,0.613609,2.52951
0.4345,0.28758,1.57155,0.613552,2.52955
0.4346,0.287562,1.57154,0.613496,2.52958
0.4347,0.287544,1.57152,0.61344,2.52961
0.4348,0.287526,1.57151,0.613384,2.52964
0.4349,0.287509,1.5715,0.613329,2.52967
0.435,0.287491,1.57149,0.613273,2.5297
0.4351,0.287473,1.57148,0.613219,2.52973
0.4352,0.287456,1.57146,0.613164,2.52976
0.4353,0.287439,1.57145,0.61311,2.52979
0.4354,0.287422,1.57144,0.613056,2.52982
0.4355,0.287405,1.57143,0.613002,2.52985
0.4356,0.287388,1.57141,0.612949,2.52988
0.4357,0.287371,1.5714,0.612896,2.52991
0.4358,0.287354,1.57139,0.612843,2.52994
0.4359,0.287338,1.57138,0.61279,2.52997
0.436,0.287322,1.57137,0.612738,2.52999
0.4361,0.287305,1.57135,0.612686,2.53002
0.4362,0.287289,1.57134,0.612634,2.53005
0.4363,0.287273,1.57133,0.612583,2.53008
0.4364,0.287257,1.57132,0.612532,2.5301
0.4365,0.287241,1.57131,0.612481,2.53013
0.4366,0.287225,1.57129,0.612431,2.53016
0.4367,0.28721,1.57128,0.612381,2.53018
0.4368,0.287194,1.57127,0.612331,2.53021
0.4369,0.287179,1.57126,0.612282,2.53024
0.437,0.287163,1.57125,0.612232,2.53026
0.4371,0.287148,1.57124,0.612183,2.53029
0.4372,0.287133,1.57122,0.612135,2.53031
0.4373,0.287118,1.57121,0.612087,2.53034
0.4374,0.287103,1.5712,0.612039,2.53036
0.4375,0.287089,1.57119,0.611991,2.53039
0.4376,0.287074,1.57118,0.611943,2.53041
0.4377,0.287059,1.57117,0.611896,2.53043
0.4378,0.287045,1.57115,0.611849,2.53046
0.4379,0.287031,1.57114,0.611803,2.53048
0.438,0.287017,1.57113,0.611757,2.5305
0.4381,0.287002,1.57112,0.611711,2.53053
0.4382,0.286988,1.57111,0.611665,2.53055
0.4383,0.286975,1.5711,0.61162,2.53057
0.4384,0.286961,1.57108,0.611575,2.53059
0.4385,0.286947,1.57107,0.61153,2.53062
0.4386,0.286934,1.57106,0.611486,2.53064
0.4387,0.28692,1.57105,0.611442,2.53066
0.4388,0.286907,1.57104,0.611398,2.53068
0.4389,0.286894,1.57103,0.611355,2.5307
0.439,0.286881,1.57102,0.611311,2.53072
0.4391,0.286868,1.57101,0.611269,2.53074
0.4392,0.286855,1.57099,0.611226,2.53076
0.4393,0.286842,1.57098,0.611184,2.53078
0.4394,0.28683,1.57097,0.611142,2.5308
0.4395,0.286817,1.57096,0.6111,2.53082
0.4396,0.286805,1.57095,0.611059,2.53084
0.4397,0.286792,1.57094,0.611018,2.53086
0.4398,0.28678,1.57093,0.610977,2.53088
0.4399,0.286768,1.57092,0.610937,2.5309
0.44,0.286756,1.57091,0.610896,2.53091
0.4401,0.286744,1.57089,0.610857,2.53093
0.4402,0.286733,1.57088,0.610817,2.53095
0.4403,0.286721,1.57087,0.610778,2.53097
0.4404,0.286709,1.57086,0.610739,2.53099
0.4405,0.286698,1.57085,0.6107,2.531
0.4406,0.286687,1.57084,0.610662,2.53102
0.4407,0.286676,1.57083,0.610624,2.53104
0.4408,0.286665,1.57082,0.610586,2.53105
0.4409,0.286654,1.57081,0.610549,2.53107
0.441,0.286643,1.5708,0.610512,2.53108
0.4411,0.286632,1.57079,0.610475,2.5311
0.4412,0.286621,1.57078,0.610439,2.53112
0.4413,0.286611,1.57077,0.610403,2.53113
0.4414,0.2866,1.57076,0.610367,2.53115
0.4415,0.28659,1.57075,0.610331,2.53116
0.4416,0.28658,1.57074,0.610296,2.53118
0.4417,0.28657,1.57073,0.610261,2.53119
0.4418,0.28656,1.57072,0.610227,2.5312
0.4419,0.28655,1.57071,0.610192,2.53122
0.442,0.28654,1.57069,0.610158,2.53123
0.4421,0.28653,1.57068,0.610125,2.53124
0.4422,0.286521,1.57067,0.610091,2.53126
0.4423,0.286511,1.57066,0.610058,2.53127
0.4424,0.286502,1.57065,0.610025,2.53128
0.4425,0.286493,1.57064,0.609993,2.5313
0.4426,0.286484,1.57063,0.609961,2.53131
0.4427,0.286475,1.57062,0.609929,2.53132
0.4428,0.286466,1.57062,0.609897,2.53133
0.4429,0.286457,1.57061,0.609866,2.53134
0.443,0.286448,1.5706,0.609835,2.53136
0.4431,0.28644,1.57059,0.609805,2.53137
0.4432,0.286431,1.57058,0.609774,2.53138
0.4433,0.286423,1.57057,0.609744,2.53139
0.4434,0.286415,1.57056,0.609715,2.5314
0.4435,0.286407,1.57055,0.609685,2.53141
0.4436,0.286399,1.57054,0.609656,2.53142
0.4437,0.286391,1.57053,0.609627,2.53143
0.4438,0.286383,1.57052,0.609599,2.53144
0.4439,0.286375,1.57051,0.609571,2.53145
0.444,0.286367,1.5705,0.609543,2.53146
0.4441,0.28636,1.57049,0.609516,2.53147
0.4442,0.286353,1.57048,0.609488,2.53148
0.4443,0.286345,1.57047,0.609461,2.53149
0.4444,0.286338,1.57046,0.609435,2.53149
0.4445,0.286331,1.57046,0.609409,2.5315
0.4446,0.286324,1.57045,0.609383,2.53151
0.4447,0.286317,1.57044,0.609357,2.53152
0.4448,0.28631,1.57043,0.609331,2.53153
0.4449,0.286304,1.57042,0.609306,2.53153
0.445,0.286297,1.57041,0.609282,2.53154
0.4451,0.286291,1.5704,0.609257,2.53155
0.4452,0.286284,1.57039,0.609233,2.53155
0.4453,0.286278,1.57039,0.609209,2.53156
0.4454,0.286272,1.57038,0.609186,2.53157
0.4455,0.286266,1.57037,0.609163,2.53157
0.4456,0.28626,1.57036,0.60914,2.53158
0.4457,0.286254,1.57035,0.609117,2.53159
0.4458,0.286249,1.57034,0.609095,2.53159
0.4459,0.286243,1.57033,0.609073,2.5316
0.446,0.286237,1.57033,0.609051,2.5316
0.4461,0.286232,1.57032,0.60903,2.53161
0.4462,0.286227,1.57031,0.609009,2.53161
0.4463,0.286222,1.5703,0.608988,2.53162
0.4464,0.286217,1.57029,0.608968,2.53162
0.4465,0.286212,1.57029,0.608948,2.53162
0.4466,0.286207,1.57028,0.608928,2.53163
0.4467,0.286202,1.57027,0.608908,2.53163
0.4468,0.286197,1.57026,0.608889,2.53164
0.4469,0.286193,1.57025,0.60887,2.53164
0.447,0.286188,1.57025,0.608852,2.53164
0.4471,0.286184,1.57024,0.608833,2.53164
0.4472,0.28618,1.57023,0.608815,2.53165
0.4473,0.286176,1.57022,0.608798,2.53165
0.4474,0.286172,1.57022,0.60878,2.53165
0.4475,0.286168,1.57021,0.608763,2.53165
0.4476,0.286164,1.5702,0.608747,2.53166
0.4477,0.28616,1.57019,0.60873,2.53166
0.4478,0.286157,1.57019,0.608714,2.53166
0.4479,0.286153,1.57018,0.608698,2.53166
0.448,0.28615,1.57017,0.608683,2.53166
0.4481,0.286146,1.57017,0.608668,2.53166
0.4482,0.286143,1.57016,0.608653,2.53166
0.4483,0.28614,1.57015,0.608638,2.53166
0.4484,0.286137,1.57014,0.608624,2.53166
0.4485,0.286134,1.57014,0.60861,2.53166
0.4486,0.286131,1.57013,0.608597,2.53166
0.4487,0.286129,1.57012,0.608583,2.53166
0.4488,0.286126,1.57012,0.60857,2.53166
0.4489,0.286124,1.57011,0.608558,2.53166
0.449,0.286121,1.5701,0.608545,2.53166
0.4491,0.286119,1.5701,0.608533,2.53166
0.4492,0.286117,1.57009,0.608521,2.53166
0.4493,0.286115,1.57008,0.60851,2.53166
0.4494,0.286113,1.57008,0.608499,2.53166
0.4495,0.286111,1.57007,0.608488,2.53165
0.4496,0.286109,1.57006,0.608477,2.53165
0.4497,0.286108,1.57006,0.608467,2.53165
0.4498,0.286106,1.57005,0.608457,2.53165
0.4499,0.286105,1.57005,0.608448,2.53164
0.45,0.286104,1.57004,0.608438,2.53164
0.4501,0.286102,1.57003,0.608429,2.53164
0.4502,0.286101,1.57003,0.608421,2.53164
0.4503,0.2861,1.57002,0.608412,2.53163
0.4504,0.286099,1.57002,0.608404,2.53163
0.4505,0.286098,1.57001,0.608396,2.53162
0.4506,0.286098,1.57,0.608389,2.53162
0.4507,0.286097,1.57,0.608382,2.53162
0.4508,0.286097,1.56999,0.608375,2.53161
0.4509,0.286096,1.56999,0.608368,2.53161
0.451,0.286096,1.56998,0.608362,2.5316
0.4511,0.286096,1.56998,0.608356,2.5316
0.4512,0.286096,1.56997,0.60835,2.53159
0.4513,0.286096,1.56997,0.608345,2.53159
0.4514,0.286096,1.56996,0.60834,2.53158
0.4515,0.286096,1.56996,0.608335,2.53158
0.4516,0.286096,1.56995,0.608331,2.53157
0.4517,0.286097,1.56995,0.608327,2.53156
0.4518,0.286097,1.56994,0.608323,2.53156
0.4519,0.286098,1.56994,0.608319,2.53155
0.452,0.286099,1.56993,0.608316,2.53154
0.4521,0.286099,1.56993,0.608313,2.53154
0.4522,0.2861,1.56992,0.608311,2.53153
0.4523,0.286101,1.56992,0.608308,2.53152
0.4524,0.286102,1.56991,0.608306,2.53152
0.4525,0.286104,1.56991,0.608305,2.53151
0.4526,0.286105,1.5699,0.608303,2.5315
0.4527,0.286106,1.5699,0.608302,2.53149
0.4528,0.286108,1.56989,0.608302,2.53148
0.4529,0.286109,1.56989,0.608301,2.53148
0.453,0.286111,1.56988,0.608301,2.53147
0.4531,0.286113,1.56988,0.608301,2.53146
0.4532,0.286115,1.56988,0.608302,2.53145
0.4533,0.286117,1.56987,0.608302,2.53144
0.4534,0.286119,1.56987,0.608303,2.53143
0.4535,0.286121,1.56986,0.608305,2.53142
0.4536,0.286124,1.56986,0.608306,2.53141
0.4537,0.286126,1.56986,0.608308,2.5314
0.4538,0.286129,1.56985,0.608311,2.53139
0.4539,0.286131,1.56985,0.608313,2.53138
0.454,0.286134,1.56984,0.608316,2.53137
0.4541,0.286137,1.56984,0.608319,2.53136
0.4542,0.28614,1.56984,0.608323,2.53135
0.4543,0.286143,1.56983,0.608327,2.53134
0.4544,0.286146,1.56983,0.608331,2.53133
0.4545,0.286149,1.56983,0.608335,2.53132
0.4546,0.286152,1.56982,0.60834,2.5313
0.4547,0.286156,1.56982,0.608345,2.53129
0.4548,0.286159,1.56982,0.60835,2.53128
0.4549,0.286163,1.56981,0.608356,2.53127
0.455,0.286167,1.56981,0.608361,2.53126
0.4551,0.286171,1.56981,0.608368,2.53124
0.4552,0.286174,1.5698,0.608374,2.53123
0.4553,0.286178,1.5698,0.608381,2.53122
0.4554,0.286183,1.5698,0.608388,2.53121
0.4555,0.286187,1.56979,0.608396,2.53119
0.4556,0.286191,1.56979,0.608403,2.53118
0.4557,0.286196,1.56979,0.608411,2.53117
0.4558,0.2862,1.56979,0.60842,2.53115
0.4559,0.286205,1.56978,0.608428,2.53114
0.456,0.286209,1.56978,0.608437,2.53112
0.4561,0.286214,1.56978,0.608446,2.53111
0.4562,0.286219,1.56978,0.608456,2.5311
0.4563,0.286224,1.56977,0.608466,2.53108
0.4564,0.286229,1.56977,0.608476,2.53107
0.4565,0.286234,1.56977,0.608486,2.53105
0.4566,0.28624,1.56977,0.608497,2.53104
0.4567,0.286245,1.56976,0.608508,2.53102
0.4568,0.286251,1.56976,0.608519,2.53101
0.4569,0.286256,1.56976,0.608531,2.53099
0.457,0.286262,1.56976,0.608543,2.53097
0.4571,0.286268,1.56976,0.608555,2.53096
0.4572,0.286274,1.56975,0.608567,2.53094
0.4573,0.286279,1.56975,0.60858,2.53093
0.4574,0.286286,1.56975,0.608593,2.53091
0.4575,0.286292,1.56975,0.608606,2.53089
0.4576,0.286298,1.56975,0.60862,2.53088
0.4577,0.286304,1.56975,0.608634,2.53086
0.4578,0.286311,1.56974,0.608648,2.53084
0.4579,0.286317,1.56974,0.608663,2.53082
0.458,0.286324,1.56974,0.608678,2.53081
0.4581,0.286331,1.56974,0.608693,2.53079
0.4582,0.286338,1.56974,0.608708,2.53077
0.4583,0.286345,1.56974,0.608724,2.53075
0.4584,0.286352,1.56974,0.60874,2.53073
0.4585,0.286359,1.56974,0.608757,2.53071
0.4586,0.286366,1.56973,0.608773,2.5307
0.4587,0.286373,1.56973,0.60879,2.53068
0.4588,0.286381,1.56973,0.608807,2.53066
0.4589,0.286388,1.56973,0.608825,2.53064
0.459,0.286396,1.56973,0.608843,2.53062
0.4591,0.286404,1.56973,0.608861,2.5306
0.4592,0.286411,1.56973,0.608879,2.53058
0.4593,0.286419,1.56973,0.608898,2.53056
0.4594,0.286427,1.56973,0.608917,2.53054
0.4595,0.286435,1.56973,0.608936,2.53052
0.4596,0.286444,1.56973,0.608956,2.5305
0.4597,0.286452,1.56973,0.608975,2.53048
0.4598,0.28646,1.56973,0.608996,2.53046
0.4599,0.286469,1.56973,0.609016,2.53044
0.46,0.286477,1.56973,0.609037,2.53042
0.4601,0.286486,1.56973,0.609058,2.5304
0.4602,0.286495,1.56973,0.609079,2.53037
0.4603,0.286504,1.56973,0.609101,2.53035
0.4604,0.286513,1.56973,0.609123,2.53033
0.4605,0.286522,1.56973,0.609145,2.53031
0.4606,0.286531,1.56973,0.609167,2.53029
0.4607,0.28654,1.56973,0.60919,2.53026
0.4608,0.286549,1.56973,0.609213,2.53024
0.4609,0.286559,1.56973,0.609236,2.53022
0.461,0.286568,1.56973,0.60926,2.5302
0.4611,0.286578,1.56973,0.609284,2.53017
0.4612,0.286588,1.56973,0.609308,2.53015
0.4613,0.286597,1.56973,0.609332,2.53013
0.4614,0.286607,1.56973,0.609357,2.5301
0.4615,0.286617,1.56973,0.609382,2.53008
0.4616,0.286627,1.56973,0.609407,2.53006
0.4617,0.286637,1.56973,0.609433,2.53003
0.4618,0.286648,1.56973,0.609459,2.53001
0.4619,0.286658,1.56973,0.609485,2.52998
0.462,0.286668,1.56974,0.609512,2.52996
0.4621,0.286679,1.56974,0.609538,2.52993
0.4622,0.28669,1.56974,0.609565,2.52991
0.4623,0.2867,1.56974,0.609593,2.52988
0.4624,0.286711,1.56974,0.60962,2.52986
0.4625,0.286722,1.56974,0.609648,2.52983
0.4626,0.286733,1.56974,0.609676,2.52981
0.4627,0.286744,1.56974,0.609705,2.52978
0.4628,0.286755,1.56974,0.609734,2.52976
0.4629,0.286767,1.56975,0.609763,2.52973
0.463,0.286778,1.56975,0.609792,2.5297
0.4631,0.28679,1.56975,0.609821,2.52968
0.4632,0.286801,1.56975,0.609851,2.52965
0.4633,0.286813,1.56975,0.609881,2.52962
0.4634,0.286824,1.56975,0.609912,2.5296
0.4635,0.286836,1.56976,0.609943,2.52957
0.4636,0.286848,1.56976,0.609974,2.52954
0.4637,0.28686,1.56976,0.610005,2.52952
0.4638,0.286872,1.56976,0.610036,2.52949
0.4639,0.286885,1.56976,0.610068,2.52946
0.464,0.286897,1.56977,0.6101,2.52943
0.4641,0.286909,1.56977,0.610133,2.5294
0.4642,0.286922,1.56977,0.610165,2.52938
0.4643,0.286934,1.56977,0.610198,2.52935
0.4644,0.286947,1.56977,0.610231,2.52932
0.4645,0.28696,1.56978,0.610265,2.52929
0.4646,0.286973,1.56978,0.610299,2.52926
0.4647,0.286985,1.56978,0.610333,2.52923
0.4648,0.286998,1.56978,0.610367,2.5292
0.4649,0.287012,1.56979,0.610401,2.52917
0.465,0.287025,1.56979,0.610436,2.52914
0.4651,0.287038,1.56979,0.610471,2.52911
0.4652,0.287051,1.5698,0.610507,2.52908
0.4653,0.287065,1.5698,0.610542,2.52905
0.4654,0.287078,1.5698,0.610578,2.52902
0.4655,0.287092,1.5698,0.610615,2.52899
0.4656,0.287106,1.56981,0.610651,2.52896
0.4657,0.28712,1.56981,0.610688,2.52893
0.4658,0.287134,1.56981,0.610725,2.5289
0.4659,0.287148,1.56982,0.610762,2.52887
0.466,0.287162,1.56982,0.6108,2.52884
0.4661,0.287176,1.56982,0.610838,2.52881
0.4662,0.28719,1.56983,0.610876,2.52877
0.4663,0.287204,1.56983,0.610914,2.52874
0.4664,0.287219,1.56983,0.610953,2.52871
0.4665,0.287233,1.56984,0.610992,2.52868
0.4666,0.287248,1.56984,0.611031,2.52865
0.4667,0.287263,1.56984,0.61107,2.52861
0.4668,0.287278,1.56985,0.61111,2.52858
0.4669,0.287293,1.56985,0.61115,2.52855
0.467,0.287308,1.56985,0.61119,2.52852
0.4671,0.287323,1.56986,0.611231,2.52848
0.4672,0.287338,1.56986,0.611271,2.52845
0.4673,0.287353,1.56986,0.611312,2.52842
0.4674,0.287368,1.56987,0.611354,2.52838
0.4675,0.287384,1.56987,0.611395,2.52835
0.4676,0.287399,1.56988,0.611437,2.52831
0.4677,0.287415,1.56988,0.611479,2.52828
0.4678,0.287431,1.56988,0.611522,2.52825
0.4679,0.287446,1.56989,0.611564,2.52821
0.468,0.287462,1.56989,0.611607,2.52818
0.4681,0.287478,1.5699,0.61165,2.52814
0.4682,0.287494,1.5699,0.611694,2.52811
0.4683,0.28751,1.5699,0.611737,2.52807
0.4684,0.287527,1.56991,0.611781,2.52804
0.4685,0.287543,1.56991,0.611825,2.528
0.4686,0.287559,1.56992,0.61187,2.52796
0.4687,0.287576,1.56992,0.611914,2.52793
0.4688,0.287592,1.56993,0.611959,2.52789
0.4689,0.287609,1.56993,0.612005,2.52786
0.469,0.287626,1.56993,0.61205,2.52782
0.4691,0.287643,1.56994,0.612096,2.52778
0.4692,0.287659,1.56994,0.612142,2.52775
0.4693,0.287676,1.56995,0.612188,2.52771
0.4694,0.287694,1.56995,0.612234,2.52767
0.4695,0.287711,1.56996,0.612281,2.52764
0.4696,0.287728,1.56996,0.612328,2.5276
0.4697,0.287745,1.56997,0.612375,2.52756
0.4698,0.287763,1.56997,0.612423,2.52752
0.4699,0.28778,1.56998,0.612471,2.52748
0.47,0.287798,1.56998,0.612519,2.52745
0.4701,0.287815,1.56999,0.612567,2.52741
0.4702,0.287833,1.56999,0.612616,2.52737
0.4703,0.287851,1.57,0.612664,2.52733
0.4704,0.287869,1.57,0.612713,2.52729
0.4705,0.287887,1.57001,0.612763,2.52725
0.4706,0.287905,1.57001,0.612812,2.52722
0.4707,0.287923,1.57002,0.612862,2.52718
0.4708,0.287942,1.57002,0.612912,2.52714
0.4709,0.28796,1.57003,0.612962,2.5271
0.471,0.287978,1.57003,0.613013,2.52706
0.4711,0.287997,1.57004,0.613064,2.52702
0.4712,0.288016,1.57005,0.613115,2.52698
0.4713,0.288034,1.57005,0.613166,2.52694
0.4714,0.288053,1.57006,0.613217,2.5269
0.4715,0.288072,1.57006,0.613269,2.52686
0.4716,0.288091,1.57007,0.613321,2.52682
0.4717,0.28811,1.57007,0.613373,2.52677
0.4718,0.288129,1.57008,0.613426,2.52673
0.4719,0.288148,1.57009,0.613478,2.52669
0.472,0.288167,1.57009,0.613531,2.52665
0.4721,0.288187,1.5701,0.613585,2.52661
0.4722,0.288206,1.5701,0.613638,2.52657
0.4723,0.288226,1.57011,0.613692,2.52653
0.4724,0.288245,1.57011,0.613746,2.52648
0.4725,0.288265,1.57012,0.6138,2.52644
0.4726,0.288285,1.57013,0.613854,2.5264
0.4727,0.288305,1.57013,0.613909,2.52636
0.4728,0.288325,1.57014,0.613964,2.52631
0.4729,0.288345,1.57014,0.614019,2.52627
0.473,0.288365,1.57015,0.614074,2.52623
0.4731,0.288385,1.57016,0.61413,2.52618
0.4732,0.288405,1.57016,0.614186,2.52614
0.4733,0.288426,1.57017,0.614242,2.5261
0.4734,0.288446,1.57018,0.614298,2.52605
0.4735,0.288466,1.57018,0.614355,2.52601
0.4736,0.288487,1.57019,0.614412,2.52597
0.4737,0.288508,1.5702,0.614469,2.52592
0.4738,0.288528,1.5702,0.614526,2.52588
0.4739,0.288549,1.57021,0.614583,2.52583
0.474,0.28857,1.57021,0.614641,2.52579
0.4741,0.288591,1.57022,0.614699,2.52574
0.4742,0.288612,1.57023,0.614757,2.5257
0.4743,0.288633,1.57023,0.614816,2.52565
0.4744,0.288655,1.57024,0.614874,2.52561
0.4745,0.288676,1.57025,0.614933,2.52556
0.4746,0.288697,1.57025,0.614992,2.52552
0.4747,0.288719,1.57026,0.615052,2.52547
0.4748,0.28874,1.57027,0.615111,2.52542
0.4749,0.288762,1.57027,0.615171,2.52538
0.475,0.288784,1.57028,0.615231,2.52533
0.4751,0.288806,1.57029,0.615291,2.52529
0.4752,0.288827,1.5703,0.615352,2.52524
0.4753,0.288849,1.5703,0.615412,2.52519
0.4754,0.288871,1.57031,0.615473,2.52515
0.4755,0.288893,1.57032,0.615534,2.5251
0.4756,0.288916,1.57032,0.615596,2.52505
0.4757,0.288938,1.57033,0.615657,2.525
0.4758,0.28896,1.57034,0.615719,2.52496
0.4759,0.288983,1.57034,0.615781,2.52491
0.476,0.289005,1.57035,0.615844,2.52486
0.4761,0.289028,1.57036,0.615906,2.52481
0.4762,0.28905,1.57037,0.615969,2.52476
0.4763,0.289073,1.57037,0.616032,2.52471
0.4764,0.289096,1.57038,0.616095,2.52467
0.4765,0.289119,1.57039,0.616158,2.52462
0.4766,0.289142,1.57039,0.616222,2.52457
0.4767,0.289165,1.5704,0.616286,2.52452
0.4768,0.289188,1.57041,0.61635,2.52447
0.4769,0.289211,1.57042,0.616414,2.52442
0.477,0.289234,1.57042,0.616478,2.52437
0.4771,0.289258,1.57043,0.616543,2.52432
0.4772,0.289281,1.57044,0.616608,2.52427
0.4773,0.289305,1.57045,0.616673,2.52422
0.4774,0.289328,1.57045,0.616738,2.52417
0.4775,0.289352,1.57046,0.616804,2.52412
0.4776,0.289376,1.57047,0.61687,2.52407
0.4777,0.2894,1.57048,0.616936,2.52402
0.4778,0.289423,1.57048,0.617002,2.52397
0.4779,0.289447,1.57049,0.617068,2.52392
0.478,0.289471,1.5705,0.617135,2.52386
0.4781,0.289496,1.57051,0.617201,2.52381
0.4782,0.28952,1.57051,0.617268,2.52376
0.4783,0.289544,1.57052,0.617336,2.52371
0.4784,0.289568,1.57053,0.617403,2.52366
0.4785,0.289593,1.57054,0.617471,2.52361
0.4786,0.289617,1.57055,0.617539,2.52355
0.4787,0.289642,1.57055,0.617607,2.5235
0.4788,0.289666,1.57056,0.617675,2.52345
0.4789,0.289691,1.57057,0.617743,2.52339
0.479,0.289716,1.57058,0.617812,2.52334
0.4791,0.289741,1.57058,0.617881,2.52329
0.4792,0.289766,1.57059,0.61795,2.52324
0.4793,0.289791,1.5706,0.618019,2.52318
0.4794,0.289816,1.57061,0.618089,2.52313
0.4795,0.289841,1.57062,0.618158,2.52307
0.4796,0.289866,1.57062,0.618228,2.52302
0.4797,0.289891,1.57063,0.618298,2.52297
0.4798,0.289917,1.57064,0.618369,2.52291
0.4799,0.289942,1.57065,0.618439,2.52286
0.48,0.289968,1.57066,0.61851,2.5228
0.4801,0.289993,1.57066,0.618581,2.52275
0.4802,0.290019,1.57067,0.618652,2.52269
0.4803,0.290045,1.57068,0.618723,2.52264
0.4804,0.290071,1.57069,0.618794,2.52258
0.4805,0.290097,1.5707,0.618866,2.52253
0.4806,0.290123,1.5707,0.618938,2.52247
0.4807,0.290149,1.57071,0.61901,2.52242
0.4808,0.290175,1.57072,0.619082,2.52236
0.4809,0.290201,1.57073,0.619155,2.5223
0.481,0.290227,1.57074,0.619227,2.52225
0.4811,0.290253,1.57075,0.6193,2.52219
0.4812,0.29028,1.57075,0.619373,2.52213
0.4813,0.290306,1.57076,0.619446,2.52208
0.4814,0.290333,1.57077,0.61952,2.52202
0.4815,0.290359,1.57078,0.619593,2.52196
0.4816,0.290386,1.57079,0.619667,2.52191
0.4817,0.290413,1.57079,0.619741,2.52185
0.4818,0.29044,1.5708,0.619815,2.52179
0.4819,0.290467,1.57081,0.619889,2.52173
0.482,0.290494,1.57082,0.619964,2.52167
0.4821,0.290521,1.57083,0.620039,2.52162
0.4822,0.290548,1.57084,0.620114,2.52156
0.4823,0.290575,1.57084,0.620189,2.5215
0.4824,0.290602,1.57085,0.620264,2.52144
0.4825,0.290629,1.57086,0.620339,2.52138
0.4826,0.290657,1.57087,0.620415,2.52132
0.4827,0.290684,1.57088,0.620491,2.52126
0.4828,0.290712,1.57089,0.620567,2.5212
0.4829,0.290739,1.57089,0.620643,2.52115
0.483,0.290767,1.5709,0.620719,2.52109
0.4831,0.290795,1.57091,0.620796,2.52103
0.4832,0.290823,1.57092,0.620873,2.52097
0.4833,0.29085,1.57093,0.62095,2.52091
0.4834,0.290878,1.57094,0.621027,2.52085
0.4835,0.290906,1.57094,0.621104,2.52079
0.4836,0.290934,1.57095,0.621181,2.52072
0.4837,0.290963,1.57096,0.621259,2.52066
0.4838,0.290991,1.57097,0.621337,2.5206
0.4839,0.291019,1.57098,0.621415,2.52054
0.484,0.291047,1.57099,0.621493,2.52048
0.4841,0.291076,1.57099,0.621571,2.52042
0.4842,0.291104,1.571,0.621649,2.52036
0.4843,0.291133,1.57101,0.621728,2.5203
0.4844,0.291161,1.57102,0.621807,2.52023
0.4845,0.29119,1.57103,0.621886,2.52017
0.4846,0.291219,1.57104,0.621965,2.52011
0.4847,0.291248,1.57105,0.622044,2.52005
0.4848,0.291277,1.57105,0.622124,2.51998
0.4849,0.291306,1.57106,0.622204,2.51992
0.485,0.291334,1.57107,0.622283,2.51986
0.4851,0.291364,1.57108,0.622363,2.51979
0.4852,0.291393,1.57109,0.622443,2.51973
0.4853,0.291422,1.5711,0.622524,2.51967
0.4854,0.291451,1.5711,0.622604,2.5196
0.4855,0.291481,1.57111,0.622685,2.51954
0.4856,0.29151,1.57112,0.622766,2.51948
0.4857,0.291539,1.57113,0.622847,2.51941
0.4858,0.291569,1.57114,0.622928,2.51935
0.4859,0.291598,1.57115,0.623009,2.51928
0.486,0.291628,1.57116,0.623091,2.51922
0.4861,0.291658,1.57116,0.623172,2.51916
0.4862,0.291688,1.57117,0.623254,2.51909
0.4863,0.291718,1.57118,0.623336,2.51903
0.4864,0.291747,1.57119,0.623418,2.51896
0.4865,0.291777,1.5712,0.623501,2.51889
0.4866,0.291807,1.57121,0.623583,2.51883
0.4867,0.291838,1.57121,0.623666,2.51876
0.4868,0.291868,1.57122,0.623748,2.5187
0.4869,0.291898,1.57123,0.623831,2.51863
0.487,0.291928,1.57124,0.623914,2.51857
0.4871,0.291959,1.57125,0.623997,2.5185
